project_id,project_name,project_type,project_size,region,start_date,planned_end_date,structural_complexity_rating,temporary_structures_rating,bim_adoption_percentage,lead_time_rating,tariff_rate_percentage,supply_chain_risk_percentage,socio_political_risk_score,permit_approval_rating,lien_claims_rating,seismic_zone_rating,flood_risk_percentage,rainfall_flood_risk_percentage,contingency_budget_percentage,weather_delay_rating,safety_risk_rating,worker_experience_rating,turnover_rating,cybersecurity_risk_rating,renewable_energy_percentage,energy_efficiency_percentage,delay_days,cost_overrun_percentage,safety_incidents,overall_risk_score,risk_category,actual_end_date,on_time_completion,within_budget,project_success,high_risk_factors_count,top_risk_factors,recommended_mitigations
PRJ-2020-0000,Mountain Healthcare Development 0,Healthcare,Medium,Mountain,2018-01-05,2020-12-15,1,5,50,1,10,25,2,2,1,3,25,75,10,3,4,2,2,5,75,50,69,12.74109517120374,0,49.675000000000004,Medium,2021-02-22,0,0,0,6,Temporary Structures|Rainfall Flood Risk|Low Contingency Budget,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Rainfall Flood Risk: Implement enhanced drainage systems and establish weather monitoring protocols | Low Contingency Budget: Increase contingency allocations and implement strict change order controls
PRJ-2020-0244,Central Healthcare Development 244,Healthcare,Large,Central,2021-01-22,2024-01-21,1,4,90,4,10,50,2,1,2,1,75,75,10,5,5,4,1,5,75,75,123,15.8316223023205,1,50.75,Medium,2024-05-23,0,0,0,9,Temporary Structures|Long Lead Times|Supply Chain Disruption,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0245,East Commercial Development 245,Commercial,Large,East,2022-07-25,2024-12-07,4,5,75,5,50,25,3,1,1,2,10,10,15,4,3,2,5,1,10,10,41,12.187006646239483,0,54.525000000000006,Medium,2025-01-17,0,0,0,9,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0246,North Educational Development 246,Educational,Small,North,2023-01-22,2024-08-15,2,4,25,3,25,90,1,2,5,5,10,10,15,2,4,3,4,5,50,75,30,30.52219863480226,0,54.85,Medium,2024-09-14,0,0,0,9,Temporary Structures|Low BIM Adoption|High Tariff Rates,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2020-0247,Central Industrial Development 247,Industrial,Small,Central,2021-09-20,2023-11-29,4,4,90,1,10,90,3,1,3,2,50,0,25,5,2,2,5,5,25,25,84,25.665503105793384,0,49.75,Medium,2024-02-21,0,0,0,10,Structural Complexity|Temporary Structures|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0248,North Educational Development 248,Educational,Medium,North,2023-11-02,2024-02-18,4,5,50,3,25,10,1,3,1,5,25,50,25,5,5,3,4,2,10,10,69,41.57399373017945,0,58.349999999999994,Medium,2024-04-27,0,0,0,10,Structural Complexity|Temporary Structures|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2020-0249,West Commercial Development 249,Commercial,Medium,West,2020-09-04,2022-06-04,5,5,25,5,50,50,2,2,4,5,10,75,25,3,5,1,2,1,10,10,122,36.251893806343105,1,69.0,High,2022-10-04,0,0,0,13,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2020-0250,South Commercial Development 250,Commercial,Small,South,2021-10-03,2024-03-02,1,5,25,3,10,50,5,3,4,5,0,75,20,4,5,1,4,3,10,10,138,21.285585304076022,1,63.3,High,2024-07-18,0,0,0,13,Temporary Structures|Low BIM Adoption|Supply Chain Disruption,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0251,East Educational Development 251,Educational,Medium,East,2019-09-10,2022-07-30,4,4,90,4,50,75,5,1,2,4,50,25,10,3,5,1,4,5,75,50,69,23.581435052230027,0,64.97500000000001,High,2022-10-07,0,0,0,13,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0252,North Infrastructure Development 252,Infrastructure,Medium,North,2018-07-26,2021-03-09,1,3,90,2,5,75,4,2,4,5,50,10,15,3,1,3,2,4,50,50,9,13.094094734089744,0,44.425,Medium,2021-03-18,1,0,1,6,Supply Chain Disruption|Socio-political Issues|Lien Claims,Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Lien Claims: Improve subcontractor vetting and implement robust payment verification system
PRJ-2020-0253,Coastal Healthcare Development 253,Healthcare,Medium,Coastal,2020-04-13,2021-02-08,5,4,90,3,15,25,4,4,5,4,75,10,10,4,3,4,3,5,50,10,146,39.51832893734264,0,60.425000000000004,High,2021-07-04,0,0,0,11,Structural Complexity|Temporary Structures|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2020-0254,North Residential Development 254,Residential,Large,North,2020-08-17,2022-07-11,1,4,50,2,10,90,3,5,3,3,10,0,20,2,1,3,4,1,75,75,62,42.96675726841035,0,39.75,Medium,2022-09-11,0,0,0,4,Temporary Structures|Supply Chain Disruption|Permit Approval Delays,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2020-0255,Central Healthcare Development 255,Healthcare,Small,Central,2018-08-19,2020-08-07,2,2,25,5,15,10,1,4,2,1,75,0,10,4,5,3,1,3,10,25,95,5.432068291146584,0,52.50000000000001,Medium,2020-11-10,0,0,0,9,Low BIM Adoption|Long Lead Times|Permit Approval Delays,Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2020-0256,East Industrial Development 256,Industrial,Medium,East,2024-04-06,2026-02-03,4,4,75,2,5,10,4,3,3,2,75,0,10,2,3,1,5,5,10,25,47,54.09105782765619,0,55.800000000000004,Medium,2026-03-22,0,0,0,10,Structural Complexity|Temporary Structures|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2020-0257,South Infrastructure Development 257,Infrastructure,Large,South,2022-10-02,2023-03-09,1,4,50,3,10,50,2,4,3,2,0,25,25,3,5,1,2,3,25,50,90,38.139024924139655,0,47.05,Medium,2023-06-07,0,0,0,6,Temporary Structures|Supply Chain Disruption|Permit Approval Delays,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2020-0258,South Commercial Development 258,Commercial,Medium,South,2018-01-20,2021-01-05,3,4,10,3,15,10,5,4,1,3,50,50,10,2,1,5,2,1,10,90,76,23.951150701404238,1,49.199999999999996,Medium,2021-03-22,0,0,0,8,Temporary Structures|Low BIM Adoption|Socio-political Issues,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2020-0259,East Industrial Development 259,Industrial,Medium,East,2024-03-30,2027-01-23,1,2,90,1,15,50,1,5,4,5,25,0,10,2,3,1,4,5,0,10,38,23.086725247784262,0,49.85,Medium,2027-03-02,0,0,0,10,Supply Chain Disruption|Permit Approval Delays|Lien Claims,Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing | Lien Claims: Improve subcontractor vetting and implement robust payment verification system
PRJ-2020-0260,North Infrastructure Development 260,Infrastructure,Large,North,2023-01-31,2025-08-22,4,4,25,3,10,90,5,5,3,1,25,0,10,2,5,5,3,1,10,90,36,22.43309757063737,0,52.8,Medium,2025-09-27,0,0,0,9,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2020-0261,Coastal Infrastructure Development 261,Infrastructure,Medium,Coastal,2021-08-26,2023-04-03,5,4,50,2,15,10,1,4,5,3,50,0,5,5,4,4,3,1,25,25,71,25.668591904208686,1,55.8,Medium,2023-06-13,0,0,0,10,Structural Complexity|Temporary Structures|Permit Approval Delays,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2020-0262,North Industrial Development 262,Industrial,Medium,North,2024-11-04,2026-01-21,5,3,10,1,15,50,4,5,5,3,0,25,15,5,5,3,5,4,0,50,70,44.853000268553146,0,62.050000000000004,High,2026-04-01,0,0,0,11,Structural Complexity|Low BIM Adoption|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0263,South Infrastructure Development 263,Infrastructure,Large,South,2018-02-19,2020-08-22,4,5,50,3,10,90,4,4,4,2,75,75,15,3,4,2,5,1,25,50,111,48.397390474121565,1,65.60000000000001,High,2020-12-11,0,0,0,12,Structural Complexity|Temporary Structures|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0264,North Commercial Development 264,Commercial,Large,North,2020-12-07,2022-04-03,2,4,50,3,15,90,3,2,4,4,75,50,10,4,2,3,3,1,25,50,87,43.29902841172087,1,57.300000000000004,Medium,2022-06-29,0,0,0,9,Temporary Structures|Supply Chain Disruption|Lien Claims,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Lien Claims: Improve subcontractor vetting and implement robust payment verification system
PRJ-2020-0265,South Healthcare Development 265,Healthcare,Small,South,2022-07-13,2023-07-15,2,2,75,5,15,50,1,4,2,4,75,75,25,2,3,1,3,3,50,50,92,10.534845977652456,0,54.199999999999996,Medium,2023-10-15,0,0,0,7,Long Lead Times|Supply Chain Disruption|Permit Approval Delays,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2020-0266,Central Commercial Development 266,Commercial,Medium,Central,2022-05-25,2023-06-12,5,4,75,1,25,50,2,1,2,5,25,10,25,5,3,5,3,2,75,50,31,34.07079387547789,0,44.9,Medium,2023-07-13,0,0,0,6,Structural Complexity|Temporary Structures|High Tariff Rates,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2020-0267,Desert Industrial Development 267,Industrial,Small,Desert,2018-03-03,2018-08-28,5,5,50,5,25,25,4,5,2,5,25,10,25,4,5,3,4,4,25,10,95,42.49606739859885,0,64.575,High,2018-12-01,0,0,0,13,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0268,Mountain Residential Development 268,Residential,Medium,Mountain,2018-01-04,2019-10-04,4,3,10,5,5,90,3,5,4,5,0,0,15,2,5,2,1,5,10,90,92,51.74324670355605,1,61.3,High,2020-01-04,0,0,0,11,Structural Complexity|Low BIM Adoption|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0269,Coastal Industrial Development 269,Industrial,Small,Coastal,2024-07-02,2025-06-13,2,5,25,5,25,50,4,3,3,5,75,75,20,4,4,1,5,5,50,25,165,14.988008882637216,0,72.05,High,2025-11-25,0,0,0,15,Temporary Structures|Low BIM Adoption|Long Lead Times,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0270,Desert Infrastructure Development 270,Infrastructure,Medium,Desert,2018-08-07,2020-10-12,5,2,25,4,25,90,5,3,1,4,10,25,10,1,3,3,2,5,0,25,40,25.18264087203383,0,60.099999999999994,High,2020-11-21,0,0,0,11,Structural Complexity|Low BIM Adoption|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0271,East Residential Development 271,Residential,Medium,East,2021-08-30,2022-05-11,2,2,90,5,5,10,4,1,2,1,25,50,15,2,3,4,3,5,75,50,44,20.08246639388087,1,40.8,Medium,2022-06-24,0,0,0,4,Long Lead Times|Socio-political Issues|Rainfall Flood Risk,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Rainfall Flood Risk: Implement enhanced drainage systems and establish weather monitoring protocols
PRJ-2020-0272,Central Industrial Development 272,Industrial,Large,Central,2024-03-28,2026-03-01,5,4,90,2,15,75,1,5,1,2,75,75,25,4,5,3,3,5,50,50,76,0.7501645149256977,0,59.025000000000006,Medium,2026-05-16,0,1,1,9,Structural Complexity|Temporary Structures|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0273,South Healthcare Development 273,Healthcare,Mega,South,2019-12-08,2020-06-06,5,3,25,3,15,75,3,5,5,4,0,75,15,2,3,2,1,3,25,50,75,10.318984530461595,0,61.225,High,2020-08-20,0,0,0,9,Structural Complexity|Low BIM Adoption|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0274,Central Healthcare Development 274,Healthcare,Small,Central,2021-03-08,2023-08-04,3,1,50,4,25,50,1,3,4,5,50,50,15,2,5,3,3,5,50,75,45,35.51424928433773,0,57.14999999999999,Medium,2023-09-18,0,0,0,9,Long Lead Times|High Tariff Rates|Supply Chain Disruption,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0275,Central Commercial Development 275,Commercial,Medium,Central,2018-04-10,2021-01-23,1,3,50,5,5,50,2,3,5,2,50,75,15,1,1,2,5,1,10,25,14,28.17338577877096,0,51.4,Medium,2021-02-06,0,0,0,9,Long Lead Times|Supply Chain Disruption|Lien Claims,Long Lead Times: Establish early procurement protocols and identify alternative suppliers | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Lien Claims: Improve subcontractor vetting and implement robust payment verification system
PRJ-2020-0276,North Educational Development 276,Educational,Small,North,2020-06-04,2020-10-24,5,4,75,3,15,90,2,4,2,2,0,75,25,4,4,1,3,5,10,50,42,34.746185053489874,0,59.35000000000001,Medium,2020-12-05,0,0,0,10,Structural Complexity|Temporary Structures|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0277,South Infrastructure Development 277,Infrastructure,Medium,South,2020-04-03,2020-09-18,3,4,75,1,50,50,4,5,3,3,10,50,20,3,4,2,1,2,10,90,69,25.579119529173806,0,52.25,Medium,2020-11-26,0,0,0,9,Temporary Structures|High Tariff Rates|Supply Chain Disruption,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0278,Coastal Residential Development 278,Residential,Large,Coastal,2020-06-23,2022-02-02,3,4,90,1,10,90,3,5,2,5,50,25,5,5,2,3,4,1,75,75,19,50.390382895025894,0,52.900000000000006,Medium,2022-02-21,0,0,0,8,Temporary Structures|Supply Chain Disruption|Permit Approval Delays,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2020-0279,North Industrial Development 279,Industrial,Medium,North,2021-06-25,2023-11-16,5,4,25,3,10,50,3,4,1,3,75,50,10,2,5,3,5,5,50,10,108,52.83472431969573,0,66.8,High,2024-03-03,0,0,0,12,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2020-0280,Coastal Residential Development 280,Residential,Small,Coastal,2019-12-05,2021-10-24,5,5,50,2,10,90,3,5,2,2,50,0,10,2,3,1,4,2,50,75,98,41.47698557690499,1,57.1,Medium,2022-01-30,0,0,0,8,Structural Complexity|Temporary Structures|Supply Chain Disruption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0281,East Educational Development 281,Educational,Small,East,2018-03-09,2019-12-23,2,4,25,3,25,50,3,1,3,3,50,0,15,2,3,3,2,2,25,75,26,12.71772750994289,0,47.9,Medium,2020-01-18,0,0,0,6,Temporary Structures|Low BIM Adoption|High Tariff Rates,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | High Tariff Rates: Source local materials where possible and hedge against currency fluctuations
PRJ-2020-0282,North Healthcare Development 282,Healthcare,Large,North,2022-12-23,2024-12-14,5,3,10,3,10,25,4,3,3,5,75,0,20,2,5,5,1,4,0,75,53,38.55853662543581,0,56.825,Medium,2025-02-05,0,0,0,8,Structural Complexity|Low BIM Adoption|Socio-political Issues,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2020-0283,Desert Residential Development 283,Residential,Small,Desert,2019-12-23,2021-12-28,4,3,25,4,10,90,1,3,4,4,25,0,25,5,5,2,2,2,10,90,68,19.893802656692003,0,55.6,Medium,2022-03-06,0,0,0,10,Structural Complexity|Low BIM Adoption|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0284,West Healthcare Development 284,Healthcare,Large,West,2023-09-16,2026-07-24,5,5,10,1,50,25,4,3,4,1,10,10,5,3,3,4,2,5,0,25,3,30.806823297399696,0,58.47500000000001,Medium,2026-07-27,1,0,1,10,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2020-0285,Coastal Educational Development 285,Educational,Small,Coastal,2022-06-18,2023-02-28,4,4,75,1,15,25,1,2,3,4,75,25,5,1,1,3,2,3,0,50,40,32.9331876899289,0,49.474999999999994,Medium,2023-04-09,0,0,0,6,Structural Complexity|Temporary Structures|Seismic Concerns,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Seismic Concerns: Enhance structural designs and implement additional seismic protection measures
PRJ-2020-0286,Desert Educational Development 286,Educational,Medium,Desert,2021-09-12,2024-04-12,5,5,75,5,50,25,5,1,3,2,75,10,15,3,2,4,2,3,10,90,50,22.688722637369278,0,56.074999999999996,Medium,2024-06-01,0,0,0,7,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0287,Coastal Commercial Development 287,Commercial,Large,Coastal,2019-07-23,2020-12-27,2,3,90,3,25,25,5,1,1,4,25,75,15,5,5,3,1,5,10,90,27,18.539619521559963,0,52.975,Medium,2021-01-23,0,0,0,8,High Tariff Rates|Socio-political Issues|Seismic Concerns,High Tariff Rates: Source local materials where possible and hedge against currency fluctuations | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Seismic Concerns: Enhance structural designs and implement additional seismic protection measures
PRJ-2020-0288,Mountain Industrial Development 288,Industrial,Small,Mountain,2020-07-05,2022-04-27,4,5,25,3,10,10,1,4,2,5,10,75,25,4,4,1,4,5,25,50,128,12.578457341412982,0,61.75000000000001,High,2022-09-02,0,0,0,12,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2020-0289,East Educational Development 289,Educational,Medium,East,2018-01-06,2018-07-26,1,4,25,2,15,75,4,2,4,5,25,50,25,1,2,4,3,1,75,75,33,22.805144761532677,0,44.17499999999999,Medium,2018-08-28,0,0,0,7,Temporary Structures|Low BIM Adoption|Supply Chain Disruption,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol
PRJ-2020-0290,South Healthcare Development 290,Healthcare,Medium,South,2019-02-16,2021-08-25,4,5,10,1,10,10,2,5,1,4,75,0,25,1,5,2,2,4,10,10,98,14.105363541778196,0,56.4,Medium,2021-12-01,0,0,0,11,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2020-0291,East Industrial Development 291,Industrial,Medium,East,2021-03-03,2022-04-03,2,4,75,2,10,50,4,1,2,4,25,50,15,4,5,4,3,5,0,75,41,28.06775772855328,1,51.85,Medium,2022-05-14,0,0,0,9,Temporary Structures|Supply Chain Disruption|Socio-political Issues,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities
PRJ-2020-0292,Mountain Residential Development 292,Residential,Small,Mountain,2019-05-30,2019-10-05,4,2,10,4,25,50,2,2,4,5,75,75,20,2,5,3,3,5,25,75,79,6.070263284155782,1,65.2,High,2019-12-23,0,0,0,12,Structural Complexity|Low BIM Adoption|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0293,Mountain Commercial Development 293,Commercial,Medium,Mountain,2019-07-23,2020-04-15,5,5,75,5,10,75,4,2,1,3,75,0,15,5,5,2,2,2,50,25,137,13.418646125321887,1,61.775,High,2020-08-30,0,0,0,10,Structural Complexity|Temporary Structures|Long Lead Times,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0294,South Educational Development 294,Educational,Medium,South,2022-05-05,2023-10-24,5,5,10,2,5,75,3,1,5,1,0,25,15,4,1,1,5,1,25,75,117,39.735567304187676,0,52.575,Medium,2024-02-18,0,0,0,9,Structural Complexity|Temporary Structures|Low BIM Adoption,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements
PRJ-2020-0295,North Residential Development 295,Residential,Medium,North,2022-12-13,2024-02-09,2,4,75,1,15,75,3,4,5,4,50,75,5,3,5,3,3,1,10,10,49,49.093086437278245,0,60.575,High,2024-03-29,0,0,0,11,Temporary Structures|Supply Chain Disruption|Permit Approval Delays,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Supply Chain Disruption: Develop alternate sourcing strategy for critical materials and establish stockpiling protocol | Permit Approval Delays: Begin permit process earlier and allocate resources for expedited processing
PRJ-2020-0296,West Residential Development 296,Residential,Medium,West,2019-08-29,2021-02-24,3,4,10,4,15,25,5,2,4,2,10,50,25,3,4,2,5,4,10,90,89,24.59395301187729,0,55.875,Medium,2021-05-24,0,0,0,11,Temporary Structures|Low BIM Adoption|Long Lead Times,Temporary Structures: Increase safety margins and inspection frequency for temporary structures | Low BIM Adoption: Implement targeted BIM training and increase model usage requirements | Long Lead Times: Establish early procurement protocols and identify alternative suppliers
PRJ-2020-0297,Central Residential Development 297,Residential,Medium,Central,2022-04-11,2022-07-12,5,2,75,3,5,10,5,3,1,3,0,50,10,4,5,2,4,5,75,75,110,44.0288137452459,0,53.8,Medium,2022-10-30,0,0,0,9,Structural Complexity|Socio-political Issues|Rainfall Flood Risk,Structural Complexity: Conduct detailed structural analysis and engage specialized engineers | Socio-political Issues: Engage local stakeholders early and maintain communication channels with authorities | Rainfall Flood Risk: Implement enhanced drainage systems and establish weather monitoring protocols
